X,Y,QUERY_FIELD,IN_DASHBOARD,OBJECTID,LOCATION,LOCATION_NUMBER,LOCATION_NAME,POD_LATITUDE,POD_LONGITUDE,POD_ALTITUDE,READING_DATESTAMP_UTC,TEMPERATURE_C,PRESSURE_MBAR,HUMIDITY_RH,NOISE_LEVEL_DB,PEAK_NOISE_DB,CO_SCALED_PPB,NO_SCALED_PPB,SO2_SCALED_PPB,NO2_SCALED_PPB,O3_SCALED_PPB,CO2_SCALED_PPM,PM10_SCALED_UGM3,PM4_SCALED_UGM3,PM2_5_SCALED_UGM3,PM1_SCALED_UGM3,PM_TOTAL_SCALED_UGM3,AQHI,PM_TPC_SCALED_COUNTM3,NOX_PPB,GlobalID
-80.49204272,43.43330349,READING,N,454,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 01:30:00+00,19.5,970.3,50.1,74.0,89.9,296.22,0.34,1.07,9.96,49.24,385.0,13.47,10.83,9.89,8.53,13.47,4.0,3.78,10.3,74044147-6aff-4428-bc99-1211b4a7413a
-80.49204272,43.43330349,READING,N,455,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 01:45:00+00,19.4,970.6,50.2,74.4,82.4,297.22,0.24,0.96,9.9,47.25,384.0,14.75,11.22,9.95,8.33,14.75,4.0,3.68,10.14,3ff614db-b58f-4843-b8f3-31bec6c435c2
-80.49204272,43.43330349,READING,N,456,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 02:00:00+00,19.3,970.6,50.3,73.7,83.2,294.43,0.37,0.92,10.05,45.53,387.0,15.28,10.89,9.63,8.2,15.31,4.0,3.59,10.42,27209727-6072-416e-b644-727d54162db1
-80.48289672,43.4528475,READING,N,457,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 01:15:00+00,19.0,968.5,51.0,74.6,87.3,342.53,0.75,,7.18,55.8,424.0,12.47,6.63,4.98,3.44,12.47,4.0,1.06,7.93,7c53a6dd-0818-434b-8715-dd5ea7189615
-80.48289672,43.4528475,READING,N,458,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 01:30:00+00,19.0,968.9,51.1,73.0,84.5,337.11,0.64,,7.56,54.15,423.0,14.83,6.81,5.2,3.4,14.83,4.0,1.04,8.2,03697536-ee15-41d3-9933-255a6d08bf16
-80.48289672,43.4528475,READING,N,459,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 01:45:00+00,18.9,969.3,51.2,71.8,83.5,334.51,0.76,0.02,7.55,50.49,424.0,12.6,6.86,5.03,3.33,12.6,4.0,1.01,8.31,78803060-32e7-426c-9e1c-a0eabdf6576e
-80.48289672,43.4528475,READING,N,460,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 02:00:00+00,18.8,969.8,51.4,75.1,94.7,321.34,0.84,0.02,7.37,53.68,424.0,15.07,6.73,5.16,3.3,15.14,4.0,1.01,8.21,337c0520-dd72-4b8d-b065-0726e3e6ed8b
-80.46121771,43.4535745,READING,N,461,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 02:15:00+00,19.0,971.3,47.4,59.3,72.5,204.11,0.45,0.32,7.84,57.05,446.0,24.46,10.66,9.65,8.32,45.72,5.0,1.82,8.29,0860a086-0954-4410-a32f-42a61b62a456
-80.46121771,43.4535745,READING,N,462,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 02:30:00+00,18.9,971.7,47.7,58.3,63.9,206.88,0.34,0.65,8.39,50.14,441.0,21.76,10.12,9.18,7.95,22.41,4.0,1.72,8.73,41c9eab0-35ad-4c87-be4e-0eaa078f5140
-80.46121771,43.4535745,READING,N,463,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 02:45:00+00,18.7,971.9,47.9,57.6,60.4,208.96,0.36,0.79,8.35,48.2,464.0,14.78,9.4,8.92,8.18,14.78,4.0,1.73,8.71,d8394403-d6fc-4ae6-8f64-8086871a2d92
-80.46121771,43.4535745,READING,N,464,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 03:00:00+00,18.5,972.0,48.3,58.1,61.1,222.07,0.37,0.79,8.4,45.41,455.0,17.03,9.62,9.16,8.41,17.07,4.0,1.79,8.77,f58ae612-a9d5-4a51-9198-30f5ffe8e425
-80.48289672,43.4528475,READING,N,465,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 02:15:00+00,18.7,969.8,51.7,70.8,82.1,312.25,0.75,0.19,6.77,49.06,424.0,13.91,6.48,4.87,3.23,13.91,4.0,0.97,7.52,4b8df0ab-ddba-467f-a8b9-59f4349f201c
-80.48289672,43.4528475,READING,N,466,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 02:30:00+00,18.5,969.8,52.1,69.9,76.9,312.36,0.77,0.32,6.73,50.06,424.0,15.93,6.75,5.04,3.14,16.0,4.0,0.96,7.5,946626d6-6af3-4f25-b18d-c6d6404fde65
-80.48289672,43.4528475,READING,N,467,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 02:45:00+00,18.3,969.7,52.3,69.3,77.1,314.41,0.83,0.5,6.95,46.39,426.0,9.92,5.73,4.38,2.89,9.92,4.0,0.85,7.78,e0cb0ea4-4b6c-41c2-b554-8e3aba8b47ba
-80.48289672,43.4528475,READING,N,468,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 03:00:00+00,18.0,969.8,52.8,69.5,79.0,319.99,0.78,0.41,6.96,44.23,427.0,8.68,5.56,4.31,2.98,8.68,4.0,0.87,7.74,58d5a6b1-a3d4-4cb2-a2aa-652b0a663bfe
-80.50395272,43.4441815,READING,N,469,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 01:15:00+00,19.3,971.0,46.3,68.1,80.4,233.23,0.69,0.58,6.93,59.49,413.0,21.76,11.52,10.23,8.19,23.85,5.0,3.76,7.62,72f14372-c8fa-42d8-be24-8c260fd7f199
-80.50395272,43.4441815,READING,N,470,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 01:30:00+00,19.3,971.6,46.6,68.5,85.0,226.59,0.65,0.57,7.2,58.35,421.0,19.7,11.59,10.36,8.4,20.2,5.0,3.86,7.85,c7506a13-1b9b-48d5-abc6-4f64eca39547
-80.50395272,43.4441815,READING,N,471,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 01:45:00+00,19.1,972.4,47.1,66.1,83.8,226.3,0.7,0.58,6.74,57.61,415.0,20.05,11.56,10.47,8.46,21.68,4.0,3.88,7.44,e130176e-e94e-4481-acfc-6f1f9316d7a6
-80.50395272,43.4441815,READING,N,472,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 02:00:00+00,18.8,972.8,47.7,64.2,72.3,223.82,0.79,0.68,7.08,52.55,419.0,16.21,11.55,10.62,8.65,16.21,4.0,3.94,7.87,66c8ad90-5a4a-46da-8599-243f5e2e20fb
-80.49204272,43.43330349,READING,N,473,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 02:15:00+00,19.3,971.0,50.5,74.8,97.9,295.27,0.28,0.82,10.03,46.58,386.0,16.3,11.76,10.5,8.75,16.33,4.0,3.87,10.31,9e6bb861-023f-476e-b873-28fd9f666f21
-80.49204272,43.43330349,READING,N,474,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 02:30:00+00,19.1,971.4,50.8,75.6,92.9,291.8,0.4,0.66,9.73,46.31,386.0,21.25,12.56,11.25,9.39,23.12,4.0,4.24,10.13,8f0beccb-2aeb-42a7-ab3d-04c5ec84e873
-80.49204272,43.43330349,READING,N,475,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 02:45:00+00,19.0,971.9,51.3,72.6,76.3,289.01,0.44,0.53,9.73,41.77,394.0,17.88,10.46,9.44,8.07,18.32,4.0,3.52,10.17,a656e55f-dc6c-4c8a-807b-1e76aa913311
-80.49204272,43.43330349,READING,N,476,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 03:00:00+00,18.8,972.0,51.6,72.6,73.4,292.49,0.38,0.51,9.58,39.33,393.0,14.08,10.32,9.27,7.92,14.08,4.0,3.46,9.96,fff8a93b-a277-4c0a-9bbd-4640640a51d8
-80.46121771,43.4535745,READING,N,477,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 03:15:00+00,18.3,971.7,48.6,57.9,65.7,220.99,0.49,0.89,7.81,42.96,454.0,18.31,8.82,8.89,8.16,18.96,4.0,1.72,8.3,3610fef2-ba0b-4481-806c-34da265d6a18
-80.46121771,43.4535745,READING,N,478,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 03:30:00+00,18.1,971.6,48.9,57.8,61.7,226.85,0.6,0.98,8.92,39.68,462.0,18.1,10.23,9.39,8.37,18.75,4.0,1.78,9.52,739ec684-ea80-4a76-8bd5-5942cc12ec70
-80.46121771,43.4535745,READING,N,479,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 03:45:00+00,17.9,971.4,49.4,58.0,61.2,222.4,0.33,0.85,8.18,41.68,452.0,15.24,9.84,9.41,8.62,15.24,4.0,1.83,8.51,c3eac514-c503-446e-a3db-5ccf7ba819e8
-80.46121771,43.4535745,READING,N,480,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 04:00:00+00,17.7,971.9,49.8,57.3,59.9,228.34,0.56,0.8,8.22,39.57,449.0,17.64,9.9,9.56,8.9,17.68,4.0,1.88,8.78,fc31a5d0-97d9-4a97-9853-62676092d9ef
-80.50395272,43.4441815,READING,N,481,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 02:15:00+00,18.6,972.8,48.1,63.5,66.5,226.74,0.72,0.78,6.88,48.55,423.0,17.91,11.36,10.44,8.6,18.38,4.0,3.94,7.6,1aeadfe3-7529-4d37-909a-277d3c9f3ce8
-80.50395272,43.4441815,READING,N,482,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 02:30:00+00,18.3,973.5,48.5,63.7,68.0,234.13,0.77,0.81,7.05,46.76,427.0,17.31,11.51,10.65,8.82,17.34,4.0,3.98,7.82,5e6cfdfd-26cc-43d0-b3ac-c8889c5124f8
-80.50395272,43.4441815,READING,N,483,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 02:45:00+00,18.1,973.1,48.8,62.9,64.2,233.16,0.85,0.88,7.37,42.11,428.0,16.42,10.72,10.28,8.45,16.45,4.0,3.84,8.22,9a7f532c-73f4-4098-9f69-32d14916df5c
-80.50395272,43.4441815,READING,N,484,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 03:00:00+00,17.8,972.5,49.1,63.2,65.9,240.91,0.84,0.74,6.6,44.35,425.0,17.26,11.61,10.54,8.67,17.29,4.0,3.92,7.44,8de08aed-6868-4277-beea-768fbfa11963
-80.50396672,43.4401795,READING,N,485,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 02:15:00+00,19.3,971.5,45.5,67.3,76.0,322.13,0.29,,7.17,56.71,421.0,15.89,11.29,9.76,7.65,15.89,5.0,7.76,7.46,2bf0f0bb-f2ff-4d54-b04e-17e9b92584d7
-80.50396672,43.4401795,READING,N,486,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 02:30:00+00,19.0,971.9,46.0,65.3,73.8,324.63,0.3,,6.95,50.85,419.0,18.46,11.07,9.61,7.53,18.96,4.0,7.56,7.25,eda5e15e-95ea-4e0f-915f-2b12244bcf78
-80.50396672,43.4401795,READING,N,487,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 02:45:00+00,18.8,971.6,46.4,65.4,76.0,325.46,0.44,0.06,7.0,48.73,431.0,14.04,10.21,9.18,7.29,24.97,4.0,7.3,7.44,4abccec9-330b-4b6b-a73c-e35e5f6912c4
-80.50396672,43.4401795,READING,N,488,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 03:00:00+00,18.5,971.4,46.7,64.7,74.3,328.35,0.46,0.24,7.78,45.72,434.0,16.69,10.99,9.68,7.59,16.72,4.0,7.68,8.24,b68f1f25-364e-4aaa-a966-3e79d5b75127
-80.49204272,43.43330349,READING,N,489,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 03:15:00+00,18.6,971.8,51.9,72.9,73.4,294.78,0.41,0.47,9.75,38.43,398.0,13.96,10.59,9.56,8.13,13.96,4.0,3.54,10.16,08de7150-f6ee-414f-840e-64d301ad29a9
-80.49204272,43.43330349,READING,N,490,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 03:30:00+00,18.3,971.3,52.4,72.5,73.2,300.03,0.51,0.44,9.84,36.1,399.0,12.96,10.61,9.61,8.26,12.96,4.0,3.57,10.35,3827c260-335f-4b5f-bdaa-af073ce84f8d
-80.49204272,43.43330349,READING,N,491,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 03:45:00+00,18.1,972.0,52.8,72.3,72.8,299.21,0.43,0.37,10.11,35.82,399.0,13.81,10.06,9.28,7.97,13.81,4.0,3.43,10.54,1fb01e1b-7ed1-4bdf-bcc7-a3591681de88
-80.49204272,43.43330349,READING,N,492,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 04:00:00+00,17.8,972.4,53.1,72.2,73.2,305.04,0.52,0.33,9.91,34.95,396.0,13.04,10.27,9.65,8.41,13.04,4.0,3.69,10.43,9ccfe586-7b1f-4872-99f8-892611eecba0
-80.48289672,43.4528475,READING,N,493,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 03:15:00+00,17.8,969.7,53.1,69.2,83.2,321.63,0.9,0.56,7.16,43.86,427.0,10.93,5.8,4.35,2.9,10.93,4.0,0.86,8.06,745de6d9-4ce3-4c37-892d-1d8053eef26e
-80.48289672,43.4528475,READING,N,494,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 03:30:00+00,17.6,969.5,53.3,69.0,76.1,326.51,0.91,0.65,7.41,41.7,427.0,7.69,5.38,4.21,2.93,7.69,3.0,0.86,8.32,b3a59fd2-ede8-4591-a0d6-d0ad212f8c7a
-80.48289672,43.4528475,READING,N,495,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 03:45:00+00,17.3,970.1,53.9,69.0,76.5,328.98,0.8,0.58,7.05,43.83,431.0,10.1,5.6,4.48,3.08,10.1,3.0,0.91,7.85,b0901f5c-3627-4c0a-9675-651262ca7efa
-80.48289672,43.4528475,READING,N,496,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 04:00:00+00,17.1,970.6,54.6,69.1,76.4,329.01,0.9,0.49,7.55,43.15,432.0,10.6,6.19,4.74,3.28,10.6,3.0,0.98,8.45,86bee699-cded-4d2d-899d-a344556d6f21
-80.46121771,43.4535745,READING,N,497,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 04:15:00+00,17.5,972.1,50.0,57.0,59.5,226.56,0.56,0.88,8.05,37.01,458.0,13.38,9.43,9.4,8.7,13.38,4.0,1.82,8.61,b304f1a0-71d5-4019-b745-374512232ce2
-80.46121771,43.4535745,READING,N,498,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 04:30:00+00,17.3,972.1,50.3,57.9,67.1,228.23,0.63,1.09,8.56,33.62,463.0,12.47,9.43,9.12,8.53,12.47,4.0,1.81,9.19,0a626858-873c-4261-a992-c027124c1f5e
-80.46121771,43.4535745,READING,N,499,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 04:45:00+00,17.2,972.0,50.8,57.5,72.5,255.0,0.55,1.09,9.28,32.21,467.0,16.19,9.82,9.67,9.02,18.27,4.0,1.9,9.83,c55211d6-f887-4ae6-ba08-fd24d46e2a8f
-80.46121771,43.4535745,READING,N,500,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 05:00:00+00,17.1,971.9,51.2,57.5,67.5,305.27,0.48,1.06,8.95,32.79,459.0,15.91,10.4,10.09,9.39,15.91,3.0,1.99,9.43,4efef5c0-af35-41e3-bd56-bc07d882dae4
-80.50395272,43.4441815,READING,N,501,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 03:15:00+00,17.7,972.6,49.6,63.2,66.5,246.88,0.86,0.82,7.6,42.87,428.0,17.29,12.3,11.62,9.6,17.75,4.0,4.35,8.46,3a0b7ca5-ee4d-49c8-86c7-88f705220ebd
-80.50395272,43.4441815,READING,N,502,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 03:30:00+00,17.5,973.1,50.2,63.0,64.9,248.36,0.94,0.81,7.75,40.19,433.0,19.32,11.9,11.49,9.59,19.82,4.0,4.34,8.69,e369f7bf-b93c-49fc-ada1-80a75fd3d5cd
-80.50395272,43.4441815,READING,N,503,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 03:45:00+00,17.2,972.8,50.3,63.0,65.5,251.09,0.9,0.86,7.85,37.65,425.0,15.96,11.99,11.26,9.24,15.96,4.0,4.22,8.75,12f36751-e341-4ed6-876e-873e395eceaa
-80.50395272,43.4441815,READING,N,504,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 04:00:00+00,17.0,972.8,50.8,63.0,64.3,248.61,1.02,0.84,6.86,38.17,429.0,13.19,11.27,10.68,8.85,13.19,4.0,3.98,7.88,0aec7494-122e-4d37-b01b-bbe1e61b3207
-80.49204272,43.43330349,READING,N,505,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 04:15:00+00,17.6,972.0,53.3,70.0,73.7,311.17,0.42,0.48,9.55,33.53,404.0,14.43,10.81,9.86,8.58,14.43,3.0,3.79,9.97,a3b01b80-d08f-4fae-b49d-dfe5a8ba660d
-80.49204272,43.43330349,READING,N,506,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 04:30:00+00,17.5,971.8,53.7,69.6,74.0,310.34,0.44,0.39,10.01,30.57,401.0,13.43,10.77,9.86,8.48,13.43,3.0,3.7,10.45,479d7bff-ad86-4337-9117-d7b5ede0a128
-80.49204272,43.43330349,READING,N,507,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 04:45:00+00,17.3,972.0,54.1,69.8,85.1,311.88,0.43,0.61,11.16,27.49,408.0,13.87,10.95,10.12,8.84,13.87,3.0,3.91,11.59,b58a4bf8-83a4-4b36-9d9f-0e67a76ba239
-80.49204272,43.43330349,READING,N,508,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 05:00:00+00,17.2,972.3,54.6,70.2,72.0,319.84,0.51,0.58,10.97,26.4,412.0,13.9,11.01,10.04,8.65,13.9,3.0,3.82,11.48,58a79fec-5add-4000-a075-0451167b0278
-80.48289672,43.4528475,READING,N,509,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 04:15:00+00,16.9,970.6,54.8,69.3,82.8,333.64,0.94,0.62,7.19,42.49,431.0,9.37,5.8,4.56,3.27,9.37,3.0,0.97,8.13,a8376bca-d06d-40f6-8aa2-a63b0b5e0000
